name,country,birth_date,discipline,age,gender,height_in_m,height_in_feet,birth_place,birth_country,residence_place,residence_country,event_name,event_rank,event_medal
GAITHER Tynia,Bahamas,16 Mar 1993,Athletics,28,Female,NA,NA,FREEPORT,Bahamas,"HOUSTON, TX",United States of America,Women's 200m,,NA
GAJANOVA Gabriela,Slovakia,12 Oct 1999,Athletics,21,Female,NA,NA,LIPTOVSKY MIKULAS,Slovakia,LIPTOVSKY MIKULAS,Slovakia,Women's 800m,,NA
GAL Edward,Netherlands,4 Mar 1970,Equestrian,51,Male,NA,NA,RHEDEN,Netherlands,OOSTERBEEK,Netherlands,Dressage Team,5,NA
GAL Edward,Netherlands,4 Mar 1970,Equestrian,51,Male,NA,NA,RHEDEN,Netherlands,OOSTERBEEK,Netherlands,Dressage Individual,6,NA
GALAL Osama,Egypt,17 Sep 1997,Football,23,Male,1.84,6'0'',TANTA,Egypt,CAIRO,Egypt,Men,8,NA
GALAN Daniel Elahi,Colombia,18 Jun 1996,Tennis,25,Male,NA,NA,BUCARAMANGA,Colombia,,,Men's Singles,17,NA
GALANIDIS Konstantinos,Greece,1 Sep 1990,Water Polo,30,Male,2.02,6'7'',,,,,Men,2,Silver
GALANT Martyna,Poland,26 Jan 1995,Athletics,26,Female,NA,NA,,,,,Women's 1500m,,NA
GALASHINA Anastasiia,ROC,3 Feb 1997,Shooting,24,Female,NA,NA,YAROSLAVL,Russian Federation,YAROSLAVL,Russian Federation,10m Air Rifle Women,2,Silver
GALASHINA Anastasiia,ROC,3 Feb 1997,Shooting,24,Female,NA,NA,YAROSLAVL,Russian Federation,YAROSLAVL,Russian Federation,10m Air Rifle Mixed Team,5,NA
GALASSI Gianluca,Italy,24 Jul 1997,Volleyball,24,Male,2.01,6'7'',TRENTO,Italy,,,Men,6,NA
GALBADRAKH Otgontsetseg,Kazakhstan,25 Jan 1992,Judo,29,Female,NA,NA,ULAANBAATAR,Mongolia,ULAANBAATAR,Mongolia,Women -48 kg,17,NA
GALE Lauren,Canada,1 Jan 2000,Athletics,21,Female,NA,NA,"FREDERICTON, NB",Canada,,,Women's 4 x 400m Relay,4,NA
GALE Tom,Great Britain,18 Dec 1998,Athletics,22,Male,NA,NA,BATH,Great Britain,BATH,Great Britain,Men's High Jump,11,NA
GALIABOVITCH Elena,Australia,13 Nov 1989,Shooting,31,Female,1.77,5'9'',MINSK,Belarus,"MELBOURNE, VIC",Australia,10m Air Pistol Women,27,NA
GALIABOVITCH Elena,Australia,13 Nov 1989,Shooting,31,Female,1.77,5'9'',MINSK,Belarus,"MELBOURNE, VIC",Australia,25m Pistol Women,11,NA
GALIMANY Marta,Spain,5 Oct 1985,Athletics,35,Female,NA,NA,,,VALLS,Spain,Women's Marathon,37,NA
GALL James Richard,Great Britain,20 May 1995,Hockey,26,Male,1.65,5'4'',FRIMLEY,Great Britain,NOTTINGHAM,Great Britain,Men,5,NA
GALLAGHER Erin,South Africa,18 Dec 1998,Swimming,22,Female,NA,NA,,,DURBAN,South Africa,Women's 100m Freestyle,,NA
GALLAGHER Erin,South Africa,18 Dec 1998,Swimming,22,Female,NA,NA,,,DURBAN,South Africa,Women's 100m Butterfly,,NA
GALLAGHER Erin,South Africa,18 Dec 1998,Swimming,22,Female,NA,NA,,,DURBAN,South Africa,Women's 4 x 200m Freestyle Relay,,NA
GALLAGHER Erin,South Africa,18 Dec 1998,Swimming,22,Female,NA,NA,,,DURBAN,South Africa,Women's 4 x 100m Medley Relay,,NA
GALLAGHER Laura,Great Britain,26 Mar 1989,Trampoline Gymnastics,32,Female,1.54,5'0'',BRIDGWATER,Great Britain,,,Women,,NA
GALLARDO Karen,Chile,6 Mar 1984,Athletics,37,Female,NA,NA,VALDIVIA,Chile,SANTIAGO,Chile,Women's Discus Throw,,NA
GALLAY Ana,Argentina,16 Jan 1986,Beach Volleyball,35,Female,1.73,5'8'',NOGOYA,Argentina,,,Women,19,NA
GALLEGO Sara,Spain,11 Oct 2000,Athletics,20,Female,1.64,5'4'',BARCELONA,Spain,BARCELONA,Spain,4 x 400m Relay Mixed,,NA
GALLI Gemma,Italy,17 Jul 1996,Artistic Swimming,25,Female,1.70,5'6'',MELZO,Italy,,,Team,5,NA
GALLINARI Danilo,Italy,8 Aug 1988,Basketball,33,Male,2.08,6'9'',SANT'ANGELO,Italy,,,Men,5,NA
GALLIZZI Tayavek,Argentina,8 Feb 1993,Basketball,28,Male,2.05,6'8'',SANTA FE,Argentina,,,Men,7,NA
GALOS Roland,Hungary,26 May 1995,Boxing,26,Male,NA,NA,BAJA,Hungary,BAJA,Hungary,Men's Feather (52-57kg),17,NA
GALVAN Matteo,Italy,24 Aug 1988,Athletics,32,Male,NA,NA,VICENZA,Italy,RIETI,Italy,Men's 4 x 400m Relay,7,NA
GALVAN RODRIGUEZ Laura Esther,Mexico,5 Oct 1991,Athletics,29,Female,NA,NA,,Mexico,GUANAJUATO,Mexico,Women's 1500m,,NA
GALVAN RODRIGUEZ Laura Esther,Mexico,5 Oct 1991,Athletics,29,Female,NA,NA,,Mexico,GUANAJUATO,Mexico,Women's 5000m,,NA
GALVEZ Fatima,Spain,19 Jan 1987,Shooting,34,Female,1.68,5'6'',BAENA,Spain,GRANADA,Spain,Trap Women,14,NA
GALVEZ Fatima,Spain,19 Jan 1987,Shooting,34,Female,1.68,5'6'',BAENA,Spain,GRANADA,Spain,Trap Mixed Team,1,Gold
GALVIS Sandra Viviana,Colombia,28 Jun 1986,Athletics,35,Female,NA,NA,CHIA,Colombia,CHIA,Colombia,Women's 20km Race Walk,25,NA
GALYER Ali,New Zealand,19 Jun 1998,Swimming,23,Female,1.80,5'10'',"BRISBANE, QLD",Australia,UNITED STATES OF AMERICA,,Women's 100m Backstroke,,NA
GALYER Ali,New Zealand,19 Jun 1998,Swimming,23,Female,1.80,5'10'',"BRISBANE, QLD",Australia,UNITED STATES OF AMERICA,,Women's 200m Backstroke,,NA
GALYER Ali,New Zealand,19 Jun 1998,Swimming,23,Female,1.80,5'10'',"BRISBANE, QLD",Australia,UNITED STATES OF AMERICA,,Women's 4 x 200m Freestyle Relay,,NA
GAMBETTA Sara,Germany,18 Feb 1993,Athletics,28,Female,NA,NA,LAUTERBACH,Germany,SCHLITZ,Germany,Women's Shot Put,8,NA
GAMEZ MATOS Elisbet,Cuba,17 Jan 1997,Swimming,24,Female,NA,NA,BARACOA,Cuba,HAVANA,Cuba,Women's 200m Freestyle,,NA
GAMEZ MATOS Elisbet,Cuba,17 Jan 1997,Swimming,24,Female,NA,NA,BARACOA,Cuba,HAVANA,Cuba,Women's 400m Freestyle,,NA
GAMMOND Fiona,Great Britain,19 Oct 1992,Rowing,28,Female,1.82,5'11'',,,HENLEY-ON-THAMES,Great Britain,Women's Eight,7,NA
GANDIA Adrian,Puerto Rico,19 Dec 1997,Judo,23,Male,NA,NA,,,,,Men -81 kg,17,NA
GANGL Edina,Hungary,25 Jun 1990,Water Polo,31,Female,NA,NA,,,,,Women,3,Bronze
GANIRA Belly-Cresus,Burundi,25 Mar 2000,Swimming,21,Male,NA,NA,,,DAKAR,Senegal,Men's 100m Freestyle,,NA
GANJZADEH Sajad,Islamic Republic of Iran,4 Jan 1992,Karate,29,Male,NA,NA,TEHRAN,Islamic Republic of Iran,,,Men's Kumite +75kg,1,Gold
GANKIN Denis,Kazakhstan,13 Dec 1989,Archery,31,Male,NA,NA,,,,,Men's Individual,17,NA
GANKIN Denis,Kazakhstan,13 Dec 1989,Archery,31,Male,NA,NA,,,,,Men's Team,9,NA
GANNA Filippo,Italy,25 Jul 1996,Cycling Road,25,Male,1.93,6'3'',VERBANIA,Italy,ASCONA,Switzerland,Men's Individual Time Trial,5,NA
GANNA Filippo,Italy,25 Jul 1996,Cycling Track,25,Male,1.93,6'3'',,,,,Men's Team Pursuit,1,Gold
GANS Stedman,South Africa,19 Mar 1997,Rugby Sevens,24,Male,1.80,5'10'',VREDENBURG,South Africa,STELLENBOSCH,South Africa,Men,5,NA
GANTULGA Altanbagana,Mongolia,21 Jun 1995,Judo,26,Male,NA,NA,,,ULAANBAATAR,Mongolia,Men -90 kg,17,NA
GANTULGA Altanbagana,Mongolia,21 Jun 1995,Judo,26,Male,NA,NA,,,ULAANBAATAR,Mongolia,Mixed Team,7,NA
GAO Haiyan,People's Republic of China,26 Mar 1991,Sailing,30,Female,NA,NA,JIAXING,People's Republic of China,,,Women's Two Person Dinghy - 470,18,NA
GAO Lei,People's Republic of China,3 Jan 1992,Trampoline Gymnastics,29,Male,NA,NA,SHANGHAI,People's Republic of China,SHANGHAI,People's Republic of China,Men,,NA
GAO Shiyan,People's Republic of China,22 Jan 1996,3x3 Basketball,25,Male,1.85,6'0'',DANDONG,People's Republic of China,PEOPLE'S REPUBLIC OF CHINA,,Men,8,NA
GAO Xinglong,People's Republic of China,12 Mar 1994,Athletics,27,Male,NA,NA,JIAMUSI,People's Republic of China,HARBIN,People's Republic of China,Men's Long Jump,,NA
GAO Yang,People's Republic of China,1 Mar 1993,Athletics,28,Female,NA,NA,CHANGZHOU,People's Republic of China,,,Women's Shot Put,10,NA
GAPONOVA Ganna,Ukraine,28 Oct 1985,Table Tennis,35,Female,1.70,5'6'',KHARKIV,Ukraine,KHARKIV,Ukraine,Women's Singles,49,NA
GARBETT Matthew,New Zealand,13 Apr 2002,Football,19,Male,1.82,5'11'',,,,,Men,6,NA
GARCES SEQUERA Claudymar,Venezuela,2 Oct 1998,Karate,22,Female,NA,NA,,,,,Women's Kumite -61kg,5,NA
GARCI Fadwa,Tunisia,6 Feb 2002,Table Tennis,19,Female,NA,NA,,,TUNIS,Tunisia,Women's Singles,65,NA
GARCIA BOISSIER Nicolas,Spain,20 Jun 1995,Diving,26,Male,1.76,5'9'',LAS PALMAS DE GRAN CANARIA,Spain,MADRID,Spain,Men's 3m Springboard,19,NA
GARCIA BRITO Luis Alberto,Dominican Republic,19 Apr 1995,Weightlifting,26,Male,NA,NA,SANTO DOMINGO,Dominican Republic,SANTO DOMINGO,Dominican Republic,Men's 61kg,8,NA
GARCIA CANELLAS Margarita Victo,Spain,2 Jan 1984,Cycling Road,37,Female,1.72,5'7'',PALMA DE MALLORCA,Spain,PALMA DE MALLORCA,Spain,Women's Road Race,12,NA
GARCIA CANELLAS Margarita Victo,Spain,2 Jan 1984,Cycling Road,37,Female,1.72,5'7'',PALMA DE MALLORCA,Spain,PALMA DE MALLORCA,Spain,Women's Individual Time Trial,23,NA
GARCIA Caroline,France,16 Oct 1993,Tennis,27,Female,1.78,5'10'',SAINT-GERMAIN-EN-LAYE,France,,,Women's Singles,33,NA
GARCIA Caroline,France,16 Oct 1993,Tennis,27,Female,1.78,5'10'',SAINT-GERMAIN-EN-LAYE,France,,,Women's Doubles,17,NA
GARCIA Cayetano,Spain,31 Jul 2001,Canoe Sprint,20,Male,1.77,5'9'',,,,,Men's Canoe Single 1000m,27,NA
GARCIA Cayetano,Spain,31 Jul 2001,Canoe Sprint,20,Male,1.77,5'9'',,,,,Men's Canoe Double 1000m,8,NA
GARCIA Diego,Spain,19 Jan 1996,Athletics,25,Male,NA,NA,MADRID,Spain,MADRID,Spain,Men's 20km Race Walk,6,NA
GARCIA Eric,Spain,9 Jan 2001,Football,20,Male,1.75,5'8'',BARCELONA,Spain,,,Men,2,Silver
GARCIA Estefania,Ecuador,13 May 1988,Judo,33,Female,NA,NA,PORTOVIEJO,Ecuador,PORTOVIEJO,Ecuador,Women -63 kg,17,NA
GARCIA GADEA Javier,Croatia,5 Jan 1984,Water Polo,37,Male,1.98,6'5'',BARCELONA,Spain,DUBROVNIK,Croatia,Men,5,NA
GARCIA GODOY Maica,Spain,17 Oct 1990,Water Polo,30,Female,1.88,6'2'',SABADELL,Spain,SABADELL,Spain,Women,2,Silver
GARCIA GRAU Begona,Spain,19 Jul 1995,Hockey,26,Female,1.65,5'4'',ZARAGOZA,Spain,MADRID,Spain,Women,7,NA
GARCIA Jesus Angel,Spain,17 Oct 1969,Athletics,51,Male,NA,NA,MADRID,Spain,SANT ADRIA DE BESOS,Spain,Men's 50km Race Walk,35,NA
GARCIA Jose,Honduras,21 Sep 1998,Football,22,Male,1.84,6'0'',OLANCHITO,Honduras,,,Men,14,NA
GARCIA Junior,Dominican Republic,1 Oct 1995,Baseball/Softball,25,Male,1.80,5'10'',,Dominican Republic,,,Baseball,3,Bronze
GARCIA LEON Kimberly,Peru,19 Oct 1993,Athletics,27,Female,NA,NA,LIMA,Peru,HUANCAYO,Peru,Women's 20km Race Walk,DNF,NA
GARCIA MARTINEZ Rocio del Alba,Spain,29 Aug 1997,Cycling Mountain Bike,23,Female,1.58,5'2'',,,,,Women's Cross-country,26,NA
GARCIA MENA Jose Antonio,Spain,21 Sep 1980,Equestrian,40,Male,NA,NA,CADIZ,Spain,JEREZ DE LA FRONTERA,Spain,Dressage Team,7,NA
GARCIA MENA Jose Antonio,Spain,21 Sep 1980,Equestrian,40,Male,NA,NA,CADIZ,Spain,JEREZ DE LA FRONTERA,Spain,Dressage Individual,32,NA
GARCIA NAVARRO Ivan,Mexico,25 Oct 1993,Diving,27,Male,1.65,5'4'',GUADALAJARA,Mexico,GUADALAJARA,Mexico,Men's 10m Platform,24,NA
GARCIA ORDONEZ Javier,Spain,16 Jun 1992,Rowing,29,Male,1.85,6'0'',SEVILLE,Spain,SEVILLE,Spain,Men's Pair,6,NA
GARCIA Rachel,United States of America,30 Mar 1997,Baseball/Softball,24,Female,1.68,5'6'',"LANCASTER, CA",United States of America,,,Softball,2,Silver
GARCIA ROBLEDO Antonio,Spain,6 Mar 1984,Handball,37,Male,1.90,6'2'',LA LLAGOSTA,Spain,,,Men,3,Bronze
GARCIA SAIZ Nicolas,Spain,18 Jun 2002,Swimming,19,Male,NA,NA,,,,,Men's 200m Backstroke,8,NA
GARCIA Samuel,Spain,4 Dec 1991,Athletics,29,Male,NA,NA,SANTA CRUZ DE LA PALMA,Spain,,,4 x 400m Relay Mixed,,NA
GARCIA URZAINQUI Marina,Spain,6 Jun 1994,Swimming,27,Female,NA,NA,BARCELONA,Spain,BARCELONA,Spain,Women's 200m Breaststroke,,NA
GARCIA-CARO Laura,Spain,16 Apr 1995,Athletics,26,Female,NA,NA,LEPE,Spain,MADRID,Spain,Women's 20km Race Walk,34,NA
GARDA Krisztina,Hungary,16 Jul 1994,Water Polo,27,Female,NA,NA,BUDAPEST,Hungary,BUDAPEST,Hungary,Women,3,Bronze
GARDINER Steven,Bahamas,12 Sep 1995,Athletics,25,Male,NA,NA,"NASSAU",Bahamas,"CLERMONT, FL",United States of America,Men's 400m,1,Gold
GARDNER English,United States of America,22 Apr 1992,Athletics,29,Female,NA,NA,"PHILADELPHIA, PA",United States of America,,,Women's 4 x 100m Relay,2,Silver
GARDOS Robert,Austria,16 Jan 1979,Table Tennis,42,Male,1.78,5'10'',BUDAPEST,Hungary,GRANADA,Spain,Men's Singles,33,NA
GARDZIELEWSKI Arkadiusz,Poland,12 Jun 1986,Athletics,35,Male,NA,NA,TCZEW,Poland,WROCLAW,Poland,Men's Marathon,63,NA
GARIA Christopher,Netherlands,16 Dec 1992,Athletics,28,Male,NA,NA,,,,,Men's 4 x 100m Relay,,NA
GARINO Patricio,Argentina,17 May 1993,Basketball,28,Male,1.96,6'5'',MAR DEL PLATA,Argentina,KAUNAS,Lithuania,Men,7,NA
GARNBRET Janja,Slovenia,12 Mar 1999,Sport Climbing,22,Female,1.64,5'4'',SLOVENJ GRADEC,Slovenia,SLOVENJ GRADEC,Slovenia,Women's Combined,1,Gold
GAROZZO Daniele,Italy,4 Aug 1992,Fencing,29,Male,NA,NA,CATANIA,Italy,FRASCATI,Italy,Men's Foil Individual,2,Silver
GAROZZO Daniele,Italy,4 Aug 1992,Fencing,29,Male,NA,NA,CATANIA,Italy,FRASCATI,Italy,Men's Foil Team,5,NA
GAROZZO Enrico,Italy,21 Jun 1989,Fencing,32,Male,NA,NA,CATANIA,Italy,ACIREALE,Italy,Men's Épée Individual,20,NA
GAROZZO Enrico,Italy,21 Jun 1989,Fencing,32,Male,NA,NA,CATANIA,Italy,ACIREALE,Italy,Men's Épée Team,7,NA
GARRIGOS Francisco,Spain,9 Dec 1994,Judo,26,Male,1.60,5'2'',MOSTOLES,Spain,MOSTOLES,Spain,Men -60 kg,9,NA
GARSIDE Harry,Australia,22 Jul 1997,Boxing,24,Male,NA,NA,,Australia,"GOLD COAST, QLD",Australia,Men's Light (57-63kg),3,Bronze
GARUBA Usman,Spain,9 Mar 2002,Basketball,19,Male,2.03,6'7'',AZUQUECA DE HENARES,Spain,,,Men,6,NA
GARZA PEREZ Eugenio,Mexico,23 Jul 1996,Equestrian,25,Male,NA,NA,MONTERREY,Mexico,UNITED STATES OF AMERICA,,Jumping Team,,NA
GARZA PEREZ Eugenio,Mexico,23 Jul 1996,Equestrian,25,Male,NA,NA,MONTERREY,Mexico,UNITED STATES OF AMERICA,,Jumping Individual,,NA
GARZON CABALLERO Jeandry,Cuba,5 Nov 1983,Wrestling,37,Male,NA,NA,SANTIAGO DE CUBA,Cuba,,,Men's Freestyle 74kg,9,NA
GASCH Loic,Switzerland,13 Aug 1994,Athletics,26,Male,NA,NA,,,YVERDON-LES-BAINS,Switzerland,Men's High Jump,,NA
GASOL Marc,Spain,29 Jan 1985,Basketball,36,Male,2.15,7'0'',SANT BOI DE LLOBREGAT,Spain,,,Men,6,NA
GASOL Pau,Spain,6 Jul 1980,Basketball,41,Male,2.15,7'0'',SANT BOI DE LLOBREGAT,Spain,,,Men,6,NA
GASPAROTTO Marta,Italy,26 Nov 1996,Baseball/Softball,24,Female,1.80,5'10'',,,PIERIS,Italy,Softball,6,NA
GASTALDELLO Beryl,France,16 Feb 1995,Swimming,26,Female,NA,NA,MARSEILLE,France,"COLLEGE STATION, TX",United States of America,Women's 100m Backstroke,,NA
GASTALDELLO Beryl,France,16 Feb 1995,Swimming,26,Female,NA,NA,MARSEILLE,France,"COLLEGE STATION, TX",United States of America,Women's 4 x 100m Freestyle Relay,,NA
GATE Aaron,New Zealand,26 Nov 1990,Cycling Track,30,Male,NA,NA,,,,,Men's Team Pursuit,OVL,NA
GATT Sasha,Malta,22 Jun 2005,Swimming,16,Female,NA,NA,,,,,Women's 400m Freestyle,,NA
GATT Sasha,Malta,22 Jun 2005,Swimming,16,Female,NA,NA,,,,,Women's 1500m Freestyle,,NA
GAUCHER Kim,Canada,7 May 1984,Basketball,37,Female,1.86,6'1'',"SURREY, BC",Canada,MONDEVILLE,France,Women,9,NA
GAUDIANO Emanuele,Italy,30 Jun 1986,Equestrian,35,Male,NA,NA,MATERA,Italy,GERMANY,,Jumping Individual,,NA
GAUDU David,France,10 Oct 1996,Cycling Road,24,Male,1.73,5'8'',LANDIVISIAU,France,FRANCE,,Men's Road Race,7,NA
GAUZY Simon,France,25 Oct 1994,Table Tennis,26,Male,NA,NA,TOULOUSE,France,OCHSENHAUSEN,Germany,Men's Singles,9,NA
GAUZY Simon,France,25 Oct 1994,Table Tennis,26,Male,NA,NA,TOULOUSE,France,OCHSENHAUSEN,Germany,Men's Team,5,NA
GAVINO GONZALEZ Francisco,Spain,14 Jan 1997,Equestrian,24,Male,NA,NA,SEVILLE,Spain,SEVILLE,Spain,Eventing Individual,44,NA
GAVIRA COLLADO Adrian,Spain,17 Sep 1987,Beach Volleyball,33,Male,1.93,6'3'',SAN ROQUE,Spain,SPAIN,,Men,9,NA
GAXIOLA GONZALEZ Luz Daniela,Mexico,25 Nov 1992,Cycling Track,28,Female,NA,NA,,,,,Women's Team Sprint,6,NA
GAXIOLA GONZALEZ Luz Daniela,Mexico,25 Nov 1992,Cycling Track,28,Female,NA,NA,,,,,Women's Sprint,18,NA
GAXIOLA GONZALEZ Luz Daniela,Mexico,25 Nov 1992,Cycling Track,28,Female,NA,NA,,,,,Women's Keirin,11,NA
GAXIOLA LEYVA Josue Gaston,Mexico,2 Sep 1997,Beach Volleyball,23,Male,1.83,6'0'',,,GUASAVE,Mexico,Men,9,NA
GAY John,Canada,7 Nov 1996,Athletics,24,Male,NA,NA,"KELOWNA, BC",Canada,"KELOWNA, BC",Canada,Men's 3000m Steeplechase,15,NA
GAYE Demish,Jamaica,20 Jan 1993,Athletics,28,Male,NA,NA,MANCHESTER,Jamaica,,,Men's 400m,,NA
GAYE Demish,Jamaica,20 Jan 1993,Athletics,28,Male,NA,NA,MANCHESTER,Jamaica,,,Men's 4 x 400m Relay,6,NA
GAYLE Tajay,Jamaica,2 Aug 1996,Athletics,25,Male,NA,NA,KINGSTON,Jamaica,,,Men's Long Jump,11,NA
GAYSINSKY Daniel,Canada,3 Sep 1994,Karate,26,Male,NA,NA,"CALEDON EAST, ON",Canada,"VAUGHAN, ON",Canada,Men's Kumite +75kg,7,NA
GAZIEV Ruslan,Canada,16 Aug 1999,Swimming,21,Male,NA,NA,MOSCOW,Russian Federation,,,Men's 4 x 100m Freestyle Relay,4,NA
GAZOZ Mete,Turkey,8 Jun 1999,Archery,22,Male,NA,NA,,,,,Men's Individual,1,Gold
GAZOZ Mete,Turkey,8 Jun 1999,Archery,22,Male,NA,NA,,,,,Mixed Team,4,NA
GAZZARD Kiera,Australia,5 Nov 2001,Artistic Swimming,19,Female,1.82,5'11'',,Australia,,,Team,9,NA
GBAGBI Ruth,Côte d'Ivoire,7 Feb 1994,Taekwondo,27,Female,NA,NA,ABIDJAN,Côte d'Ivoire,PALMA DE MALLORCA,Spain,Women -67kg,3,Bronze
GBANE Seydou,Côte d'Ivoire,12 Apr 1992,Taekwondo,29,Male,NA,NA,,Côte d'Ivoire,ABIDJAN,Côte d'Ivoire,Men +80kg,7,NA
GDULA Lukas,Czech Republic,6 Dec 1991,Athletics,29,Male,NA,NA,CHRUDIM,Czech Republic,,,Men's 50km Race Walk,46,NA
GE Manqi,People's Republic of China,13 Oct 1997,Athletics,23,Female,NA,NA,SANMING,People's Republic of China,FUZHOU,People's Republic of China,Women's 100m,,NA
GE Manqi,People's Republic of China,13 Oct 1997,Athletics,23,Female,NA,NA,SANMING,People's Republic of China,FUZHOU,People's Republic of China,Women's 4 x 100m Relay,6,NA
GEAY Gabriel Gerald,United Republic of Tanzania,10 Sep 1996,Athletics,24,Male,NA,NA,,,ARUSHA,United Republic of Tanzania,Men's Marathon,DNF,NA
GEBBIE Luke,Philippines,7 Nov 1996,Swimming,24,Male,NA,NA,,,"MELBOURNE, VIC",Australia,Men's 50m Freestyle,,NA
GEBBIE Luke,Philippines,7 Nov 1996,Swimming,24,Male,NA,NA,,,"MELBOURNE, VIC",Australia,Men's 100m Freestyle,,NA
GEBHARDT Melanie,Germany,31 Mar 1994,Canoe Sprint,27,Female,1.74,5'8'',,,,,Women's Kayak Four 500m,5,NA
GEBREEZIBEHER Freweyni,Ethiopia,12 Feb 2001,Athletics,20,Female,NA,NA,,,ETHIOPIA,,Women's 1500m,4,NA
GEBRESELAMA Tsigie,Ethiopia,30 Sep 2000,Athletics,20,Female,NA,NA,,,MAYCHEW,Ethiopia,"Women's 10,000m",DNF,NA
GEDULD Justin,South Africa,1 Oct 1993,Rugby Sevens,27,Male,1.75,5'8'',CAPE TOWN,South Africa,,,Men,5,NA
GEE Derek,Canada,3 Aug 1997,Cycling Track,24,Male,1.89,6'2'',,,,,Men's Team Pursuit,5,NA
GEE Derek,Canada,3 Aug 1997,Cycling Track,24,Male,1.89,6'2'',,,,,Men's Madison,DNF,NA
GEENS Jelle,Belgium,26 Mar 1993,Triathlon,28,Male,NA,NA,ZOLDER,Belgium,,,Mixed Relay,5,NA
GEGA Luiza,Albania,5 Nov 1988,Athletics,32,Female,NA,NA,DIBER,Albania,TIRANA,Albania,Women's 3000m Steeplechase,13,NA
GEIS Oliver,Germany,20 Jun 1991,Shooting,30,Male,1.78,5'10'',LIMBURG,Germany,WALDERNBACH,Germany,25m Rapid Fire Pistol Men,13,NA
GELANT Elroy,South Africa,25 Aug 1986,Athletics,34,Male,NA,NA,,,GEORGE,South Africa,Men's Marathon,34,NA
GELLE Peter,Slovakia,23 Aug 1984,Canoe Sprint,36,Male,1.84,6'0'',,,,,Men's Kayak Single 1000m,14,NA
GEMECHU Tsehay,Ethiopia,12 Dec 1998,Athletics,22,Female,NA,NA,,,ADDIS ABABA,Ethiopia,"Women's 10,000m",DQ,NA
GEMESI Csanad,Hungary,13 Nov 1986,Fencing,34,Male,NA,NA,GODOLLO,Hungary,,,Men's Sabre Team,3,Bronze
GEMILI Adam,Great Britain,6 Oct 1993,Athletics,27,Male,NA,NA,LONDON,Great Britain,,,Men's 200m,,NA
GENDA Sosuke,Japan,16 Feb 1993,Baseball/Softball,28,Male,1.79,5'10'',OITA,Japan,,,Baseball,1,Gold
GENEE Dagmar,Netherlands,31 Jan 1989,Water Polo,32,Female,NA,NA,GORINCHEM,Netherlands,UTRECHT,Netherlands,Women,6,NA
GENEST Lauriane,Canada,28 May 1998,Cycling Track,23,Female,1.63,5'4'',,,,,Women's Sprint,8,NA
GENEST Lauriane,Canada,28 May 1998,Cycling Track,23,Female,1.63,5'4'',,,,,Women's Keirin,3,Bronze
GENIDOUNIAS Konstantinos,Greece,3 May 1993,Water Polo,28,Male,1.83,6'0'',ATHENS,Greece,ATHENS,Greece,Men,2,Silver
GENIETS Kevin,Luxembourg,9 Jan 1997,Cycling Road,24,Male,NA,NA,ESCH-SUR-ALZETTE,Luxembourg,,,Men's Road Race,37,NA
GENREAU Denis,Australia,21 May 1999,Football,22,Male,1.75,5'8'',PARIS,France,"MELBOURNE, VIC",Australia,Men,12,NA
GENSHEIMER Uwe,Germany,26 Oct 1986,Handball,34,Male,1.88,6'2'',MANNHEIM,Germany,PLANKSTADT,Germany,Men,6,NA
GENTILI Giacomo,Italy,3 Jul 1997,Rowing,24,Male,1.98,6'5'',CREMONA,Italy,SABAUDIA,Italy,Men's Quadruple Sculls,5,NA
GENTLE Ashleigh,Australia,25 Feb 1991,Triathlon,30,Female,NA,NA,"BRISBANE, QLD",Australia,"GOLD COAST, QLD",Australia,Women's Individual,LAP,NA
GENTLE Ashleigh,Australia,25 Feb 1991,Triathlon,30,Female,NA,NA,"BRISBANE, QLD",Australia,"GOLD COAST, QLD",Australia,Mixed Relay,9,NA
GENTY Yann,France,26 Dec 1981,Handball,39,Male,1.85,6'0'',PARIS,France,PARIS,France,Men,1,Gold
GENZO Francesca,Italy,9 Sep 1993,Canoe Sprint,27,Female,1.72,5'7'',TRIESTE,Italy,,,Women's Kayak Single 200m,7,NA
GENZO Francesca,Italy,9 Sep 1993,Canoe Sprint,27,Female,1.72,5'7'',TRIESTE,Italy,,,Women's Kayak Single 500m,38,NA
GEOGHEGAN HART Tao,Great Britain,30 Mar 1995,Cycling Road,26,Male,NA,NA,LONDON,Great Britain,ANDORRA,,Men's Road Race,DNF,NA
GEOGHEGAN HART Tao,Great Britain,30 Mar 1995,Cycling Road,26,Male,NA,NA,LONDON,Great Britain,ANDORRA,,Men's Individual Time Trial,29,NA
GEORGE Cayla,Australia,1 May 1989,Basketball,32,Female,1.93,6'3'',"MOUNT BARKER, SA",Australia,,,Women,8,NA
GEORGE Patience Okon,Nigeria,25 Nov 1991,Athletics,29,Female,NA,NA,CALABAR,Nigeria,CALABAR,Nigeria,Women's 400m,,NA
GEORGE Patience Okon,Nigeria,25 Nov 1991,Athletics,29,Female,NA,NA,CALABAR,Nigeria,CALABAR,Nigeria,Women's 4 x 100m Relay,,NA
GEORGE Patience Okon,Nigeria,25 Nov 1991,Athletics,29,Female,NA,NA,CALABAR,Nigeria,CALABAR,Nigeria,4 x 400m Relay Mixed,,NA
GEORGE Tom,Great Britain,22 Sep 1994,Rowing,26,Male,1.95,6'4'',CHELTENHAM,Great Britain,HENLEY-ON-THAMES,Great Britain,Men's Eight,3,Bronze
